    GLDA 04JUN03      FB 3587.26  PWRREL   27406  OTHREL       0
    MPRC 04JUN03      FB 7154.35  PWRREL  998877  OTHREL       0
    BMDC 04JUN03      FB 7488.46  PWRREL    1790  OTHREL       0
    CRRC 04JUN03      FB 6752.48  PWRREL      38  OTHREL    2440
    FGRU 04JUN03      FB 6008.53  PWRREL    2039  OTHREL       0
    FTRW 04JUN03      FB 6484.70  PWRREL    1957  OTHREL       0
